parent	child	p.name
CBL	ALK	NCIRAS
CBL	EGFR	NCIRAS
CBL	ERBB2	NCIRAS
CBL	FGFR1	NCIRAS
CBL	FGFR2	NCIRAS
CBL	FGFR3	NCIRAS
CBL	FGFR4	NCIRAS
CBL	FLT3	NCIRAS
CBL	INSR	NCIRAS
CBL	INSRR	NCIRAS
CBL	MET	NCIRAS
CBL	PDGFRA	NCIRAS
CBL	PDGFRB	NCIRAS
CBL	ROS1	NCIRAS
CBLB	ALK	NCIRAS
CBLB	EGFR	NCIRAS
CBLB	ERBB2	NCIRAS
CBLB	FGFR1	NCIRAS
CBLB	FGFR2	NCIRAS
CBLB	FGFR3	NCIRAS
CBLB	FGFR4	NCIRAS
CBLB	FLT3	NCIRAS
CBLB	INSR	NCIRAS
CBLB	INSRR	NCIRAS
CBLB	MET	NCIRAS
CBLB	PDGFRA	NCIRAS
CBLB	PDGFRB	NCIRAS
CBLB	ROS1	NCIRAS
CBLC	ALK	NCIRAS
CBLC	EGFR	NCIRAS
CBLC	ERBB2	NCIRAS
CBLC	FGFR1	NCIRAS
CBLC	FGFR2	NCIRAS
CBLC	FGFR3	NCIRAS
CBLC	FGFR4	NCIRAS
CBLC	FLT3	NCIRAS
CBLC	INSR	NCIRAS
CBLC	INSRR	NCIRAS
CBLC	MET	NCIRAS
CBLC	PDGFRA	NCIRAS
CBLC	PDGFRB	NCIRAS
CBLC	ROS1	NCIRAS
CBL	CBLB	NCIRAS
CBL	CBLC	NCIRAS
CBLB	CBLC	NCIRAS
ALK	EGFR	NCIRAS
ALK	ERBB2	NCIRAS
ALK	FGFR1	NCIRAS
ALK	FGFR2	NCIRAS
ALK	FGFR3	NCIRAS
ALK	FGFR4	NCIRAS
ALK	FLT3	NCIRAS
ALK	INSR	NCIRAS
ALK	INSRR	NCIRAS
ALK	MET	NCIRAS
ALK	PDGFRA	NCIRAS
ALK	PDGFRB	NCIRAS
ALK	ROS1	NCIRAS
EGFR	ERBB2	NCIRAS
EGFR	FGFR1	NCIRAS
EGFR	FGFR2	NCIRAS
EGFR	FGFR3	NCIRAS
EGFR	FGFR4	NCIRAS
EGFR	FLT3	NCIRAS
EGFR	INSR	NCIRAS
EGFR	INSRR	NCIRAS
EGFR	MET	NCIRAS
EGFR	PDGFRA	NCIRAS
EGFR	PDGFRB	NCIRAS
EGFR	ROS1	NCIRAS
ERBB2	FGFR1	NCIRAS
ERBB2	FGFR2	NCIRAS
ERBB2	FGFR3	NCIRAS
ERBB2	FGFR4	NCIRAS
ERBB2	FLT3	NCIRAS
ERBB2	INSR	NCIRAS
ERBB2	INSRR	NCIRAS
ERBB2	MET	NCIRAS
ERBB2	PDGFRA	NCIRAS
ERBB2	PDGFRB	NCIRAS
ERBB2	ROS1	NCIRAS
FGFR1	FGFR2	NCIRAS
FGFR1	FGFR3	NCIRAS
FGFR1	FGFR4	NCIRAS
FGFR1	FLT3	NCIRAS
FGFR1	INSR	NCIRAS
FGFR1	INSRR	NCIRAS
FGFR1	MET	NCIRAS
FGFR1	PDGFRA	NCIRAS
FGFR1	PDGFRB	NCIRAS
FGFR1	ROS1	NCIRAS
FGFR2	FGFR3	NCIRAS
FGFR2	FGFR4	NCIRAS
FGFR2	FLT3	NCIRAS
FGFR2	INSR	NCIRAS
FGFR2	INSRR	NCIRAS
FGFR2	MET	NCIRAS
FGFR2	PDGFRA	NCIRAS
FGFR2	PDGFRB	NCIRAS
FGFR2	ROS1	NCIRAS
FGFR3	FGFR4	NCIRAS
FGFR3	FLT3	NCIRAS
FGFR3	INSR	NCIRAS
FGFR3	INSRR	NCIRAS
FGFR3	MET	NCIRAS
FGFR3	PDGFRA	NCIRAS
FGFR3	PDGFRB	NCIRAS
FGFR3	ROS1	NCIRAS
FGFR4	FLT3	NCIRAS
FGFR4	INSR	NCIRAS
FGFR4	INSRR	NCIRAS
FGFR4	MET	NCIRAS
FGFR4	PDGFRA	NCIRAS
FGFR4	PDGFRB	NCIRAS
FGFR4	ROS1	NCIRAS
FLT3	INSR	NCIRAS
FLT3	INSRR	NCIRAS
FLT3	MET	NCIRAS
FLT3	PDGFRA	NCIRAS
FLT3	PDGFRB	NCIRAS
FLT3	ROS1	NCIRAS
INSR	INSRR	NCIRAS
INSR	MET	NCIRAS
INSR	PDGFRA	NCIRAS
INSR	PDGFRB	NCIRAS
INSR	ROS1	NCIRAS
INSRR	MET	NCIRAS
INSRR	PDGFRA	NCIRAS
INSRR	PDGFRB	NCIRAS
INSRR	ROS1	NCIRAS
MET	PDGFRA	NCIRAS
MET	PDGFRB	NCIRAS
MET	ROS1	NCIRAS
PDGFRA	PDGFRB	NCIRAS
PDGFRA	ROS1	NCIRAS
PDGFRB	ROS1	NCIRAS
ALK	IRS1	NCIRAS
ALK	IRS2	NCIRAS
EGFR	IRS1	NCIRAS
EGFR	IRS2	NCIRAS
ERBB2	IRS1	NCIRAS
ERBB2	IRS2	NCIRAS
FGFR1	IRS1	NCIRAS
FGFR1	IRS2	NCIRAS
FGFR3	IRS1	NCIRAS
FGFR3	IRS2	NCIRAS
FGFR4	IRS1	NCIRAS
FGFR4	IRS2	NCIRAS
FLT3	IRS1	NCIRAS
FLT3	IRS2	NCIRAS
INSR	IRS1	NCIRAS
INSR	IRS2	NCIRAS
INSRR	IRS1	NCIRAS
INSRR	IRS2	NCIRAS
MET	IRS1	NCIRAS
MET	IRS2	NCIRAS
PDGFRA	IRS1	NCIRAS
PDGFRA	IRS2	NCIRAS
PDGFRB	IRS1	NCIRAS
PDGFRB	IRS2	NCIRAS
ROS1	IRS1	NCIRAS
ROS1	IRS2	NCIRAS
IRS1	IRS2	NCIRAS
IRS1	SOS1	NCIRAS
IRS1	SOS2	NCIRAS
IRS1	GRB2	NCIRAS
IRS1	SHC1	NCIRAS
IRS1	SHC2	NCIRAS
IRS1	SHC3	NCIRAS
IRS1	SHC4	NCIRAS
IRS1	RASGRP1	NCIRAS
IRS1	RASGRP2	NCIRAS
IRS1	RASGRP3	NCIRAS
IRS1	RASGRP4	NCIRAS
IRS1	RAPGEF1	NCIRAS
IRS1	RAPGEF2	NCIRAS
IRS1	RASGRF1	NCIRAS
IRS1	RASGRF2	NCIRAS
IRS2	SOS1	NCIRAS
IRS2	SOS2	NCIRAS
IRS2	GRB2	NCIRAS
IRS2	SHC1	NCIRAS
IRS2	SHC2	NCIRAS
IRS2	SHC3	NCIRAS
IRS2	SHC4	NCIRAS
IRS2	RASGRP1	NCIRAS
IRS2	RASGRP2	NCIRAS
IRS2	RASGRP3	NCIRAS
IRS2	RASGRP4	NCIRAS
IRS2	RAPGEF1	NCIRAS
IRS2	RAPGEF2	NCIRAS
IRS2	RASGRF1	NCIRAS
IRS2	RASGRF2	NCIRAS
SOS1	SOS2	NCIRAS
GRB2	SOS1	NCIRAS
SHC1	SOS1	NCIRAS
SHC2	SOS1	NCIRAS
SHC3	SOS1	NCIRAS
SHC4	SOS1	NCIRAS
RASGRP1	SOS1	NCIRAS
RASGRP2	SOS1	NCIRAS
RASGRP3	SOS1	NCIRAS
RASGRP4	SOS1	NCIRAS
RAPGEF1	SOS1	NCIRAS
RAPGEF2	SOS1	NCIRAS
RASGRF1	SOS1	NCIRAS
RASGRF2	SOS1	NCIRAS
GRB2	SOS2	NCIRAS
SHC1	SOS2	NCIRAS
SHC2	SOS2	NCIRAS
SHC3	SOS2	NCIRAS
SHC4	SOS2	NCIRAS
RASGRP1	SOS2	NCIRAS
RASGRP2	SOS2	NCIRAS
RASGRP3	SOS2	NCIRAS
RASGRP4	SOS2	NCIRAS
RAPGEF1	SOS2	NCIRAS
RAPGEF2	SOS2	NCIRAS
RASGRF1	SOS2	NCIRAS
RASGRF2	SOS2	NCIRAS
GRB2	SHC1	NCIRAS
GRB2	SHC2	NCIRAS
GRB2	SHC3	NCIRAS
GRB2	SHC4	NCIRAS
GRB2	RASGRP1	NCIRAS
GRB2	RASGRP2	NCIRAS
GRB2	RASGRP3	NCIRAS
GRB2	RASGRP4	NCIRAS
GRB2	RAPGEF1	NCIRAS
GRB2	RAPGEF2	NCIRAS
GRB2	RASGRF1	NCIRAS
GRB2	RASGRF2	NCIRAS
SHC1	SHC2	NCIRAS
SHC1	SHC3	NCIRAS
SHC1	SHC4	NCIRAS
RASGRP1	SHC1	NCIRAS
RASGRP2	SHC1	NCIRAS
RASGRP3	SHC1	NCIRAS
RASGRP4	SHC1	NCIRAS
RAPGEF1	SHC1	NCIRAS
RAPGEF2	SHC1	NCIRAS
RASGRF1	SHC1	NCIRAS
RASGRF2	SHC1	NCIRAS
SHC2	SHC3	NCIRAS
SHC2	SHC4	NCIRAS
RASGRP1	SHC2	NCIRAS
RASGRP2	SHC2	NCIRAS
RASGRP3	SHC2	NCIRAS
RASGRP4	SHC2	NCIRAS
RAPGEF1	SHC2	NCIRAS
RAPGEF2	SHC2	NCIRAS
RASGRF1	SHC2	NCIRAS
RASGRF2	SHC2	NCIRAS
SHC3	SHC4	NCIRAS
RASGRP1	SHC3	NCIRAS
RASGRP2	SHC3	NCIRAS
RASGRP3	SHC3	NCIRAS
RASGRP4	SHC3	NCIRAS
RAPGEF1	SHC3	NCIRAS
RAPGEF2	SHC3	NCIRAS
RASGRF1	SHC3	NCIRAS
RASGRF2	SHC3	NCIRAS
RASGRP1	SHC4	NCIRAS
RASGRP2	SHC4	NCIRAS
RASGRP3	SHC4	NCIRAS
RASGRP4	SHC4	NCIRAS
RAPGEF1	SHC4	NCIRAS
RAPGEF2	SHC4	NCIRAS
RASGRF1	SHC4	NCIRAS
RASGRF2	SHC4	NCIRAS
RASGRP1	RASGRP2	NCIRAS
RASGRP1	RASGRP3	NCIRAS
RASGRP1	RASGRP4	NCIRAS
RAPGEF1	RASGRP1	NCIRAS
RAPGEF2	RASGRP1	NCIRAS
RASGRF1	RASGRP1	NCIRAS
RASGRF2	RASGRP1	NCIRAS
RASGRP2	RASGRP3	NCIRAS
RASGRP2	RASGRP4	NCIRAS
RAPGEF1	RASGRP2	NCIRAS
RAPGEF2	RASGRP2	NCIRAS
RASGRF1	RASGRP2	NCIRAS
RASGRF2	RASGRP2	NCIRAS
RASGRP3	RASGRP4	NCIRAS
RAPGEF1	RASGRP3	NCIRAS
RAPGEF2	RASGRP3	NCIRAS
RASGRF1	RASGRP3	NCIRAS
RASGRF2	RASGRP3	NCIRAS
RAPGEF1	RASGRP4	NCIRAS
RAPGEF2	RASGRP4	NCIRAS
RASGRF1	RASGRP4	NCIRAS
RASGRF2	RASGRP4	NCIRAS
RAPGEF1	RAPGEF2	NCIRAS
RAPGEF1	RASGRF1	NCIRAS
RAPGEF1	RASGRF2	NCIRAS
RAPGEF2	RASGRF1	NCIRAS
RAPGEF2	RASGRF2	NCIRAS
RASGRF1	RASGRF2	NCIRAS
ALK	SOS1	NCIRAS
ALK	SOS2	NCIRAS
ALK	GRB2	NCIRAS
ALK	SHC1	NCIRAS
ALK	SHC2	NCIRAS
ALK	SHC3	NCIRAS
ALK	SHC4	NCIRAS
ALK	RASGRP1	NCIRAS
ALK	RASGRP2	NCIRAS
ALK	RASGRP3	NCIRAS
ALK	RASGRP4	NCIRAS
ALK	RAPGEF1	NCIRAS
ALK	RAPGEF2	NCIRAS
ALK	RASGRF1	NCIRAS
ALK	RASGRF2	NCIRAS
EGFR	SOS1	NCIRAS
EGFR	SOS2	NCIRAS
EGFR	GRB2	NCIRAS
EGFR	SHC1	NCIRAS
EGFR	SHC2	NCIRAS
EGFR	SHC3	NCIRAS
EGFR	SHC4	NCIRAS
EGFR	RASGRP1	NCIRAS
EGFR	RASGRP2	NCIRAS
EGFR	RASGRP3	NCIRAS
EGFR	RASGRP4	NCIRAS
EGFR	RAPGEF1	NCIRAS
EGFR	RAPGEF2	NCIRAS
EGFR	RASGRF1	NCIRAS
EGFR	RASGRF2	NCIRAS
ERBB2	SOS1	NCIRAS
ERBB2	SOS2	NCIRAS
ERBB2	GRB2	NCIRAS
ERBB2	SHC1	NCIRAS
ERBB2	SHC2	NCIRAS
ERBB2	SHC3	NCIRAS
ERBB2	SHC4	NCIRAS
ERBB2	RASGRP1	NCIRAS
ERBB2	RASGRP2	NCIRAS
ERBB2	RASGRP3	NCIRAS
ERBB2	RASGRP4	NCIRAS
ERBB2	RAPGEF1	NCIRAS
ERBB2	RAPGEF2	NCIRAS
ERBB2	RASGRF1	NCIRAS
ERBB2	RASGRF2	NCIRAS
FGFR1	SOS1	NCIRAS
FGFR1	SOS2	NCIRAS
FGFR1	GRB2	NCIRAS
FGFR1	SHC1	NCIRAS
FGFR1	SHC2	NCIRAS
FGFR1	SHC3	NCIRAS
FGFR1	SHC4	NCIRAS
FGFR1	RASGRP1	NCIRAS
FGFR1	RASGRP2	NCIRAS
FGFR1	RASGRP3	NCIRAS
FGFR1	RASGRP4	NCIRAS
FGFR1	RAPGEF1	NCIRAS
FGFR1	RAPGEF2	NCIRAS
FGFR1	RASGRF1	NCIRAS
FGFR1	RASGRF2	NCIRAS
FGFR2	SOS1	NCIRAS
FGFR2	SOS2	NCIRAS
FGFR2	GRB2	NCIRAS
FGFR2	SHC1	NCIRAS
FGFR2	SHC2	NCIRAS
FGFR2	SHC3	NCIRAS
FGFR2	SHC4	NCIRAS
FGFR2	RASGRP1	NCIRAS
FGFR2	RASGRP2	NCIRAS
FGFR2	RASGRP3	NCIRAS
FGFR2	RASGRP4	NCIRAS
FGFR2	RAPGEF1	NCIRAS
FGFR2	RAPGEF2	NCIRAS
FGFR2	RASGRF1	NCIRAS
FGFR2	RASGRF2	NCIRAS
FGFR3	SOS1	NCIRAS
FGFR3	SOS2	NCIRAS
FGFR3	GRB2	NCIRAS
FGFR3	SHC1	NCIRAS
FGFR3	SHC2	NCIRAS
FGFR3	SHC3	NCIRAS
FGFR3	SHC4	NCIRAS
FGFR3	RASGRP1	NCIRAS
FGFR3	RASGRP2	NCIRAS
FGFR3	RASGRP3	NCIRAS
FGFR3	RASGRP4	NCIRAS
FGFR3	RAPGEF1	NCIRAS
FGFR3	RAPGEF2	NCIRAS
FGFR3	RASGRF1	NCIRAS
FGFR3	RASGRF2	NCIRAS
FGFR4	SOS1	NCIRAS
FGFR4	SOS2	NCIRAS
FGFR4	GRB2	NCIRAS
FGFR4	SHC1	NCIRAS
FGFR4	SHC2	NCIRAS
FGFR4	SHC3	NCIRAS
FGFR4	SHC4	NCIRAS
FGFR4	RASGRP1	NCIRAS
FGFR4	RASGRP2	NCIRAS
FGFR4	RASGRP3	NCIRAS
FGFR4	RASGRP4	NCIRAS
FGFR4	RAPGEF1	NCIRAS
FGFR4	RAPGEF2	NCIRAS
FGFR4	RASGRF1	NCIRAS
FGFR4	RASGRF2	NCIRAS
FLT3	SOS1	NCIRAS
FLT3	SOS2	NCIRAS
FLT3	GRB2	NCIRAS
FLT3	SHC1	NCIRAS
FLT3	SHC2	NCIRAS
FLT3	SHC3	NCIRAS
FLT3	SHC4	NCIRAS
FLT3	RASGRP1	NCIRAS
FLT3	RASGRP2	NCIRAS
FLT3	RASGRP3	NCIRAS
FLT3	RASGRP4	NCIRAS
FLT3	RAPGEF1	NCIRAS
FLT3	RAPGEF2	NCIRAS
FLT3	RASGRF1	NCIRAS
FLT3	RASGRF2	NCIRAS
INSR	SOS1	NCIRAS
INSR	SOS2	NCIRAS
INSR	GRB2	NCIRAS
INSR	SHC1	NCIRAS
INSR	SHC2	NCIRAS
INSR	SHC3	NCIRAS
INSR	SHC4	NCIRAS
INSR	RASGRP1	NCIRAS
INSR	RASGRP2	NCIRAS
INSR	RASGRP3	NCIRAS
INSR	RASGRP4	NCIRAS
INSR	RAPGEF1	NCIRAS
INSR	RAPGEF2	NCIRAS
INSR	RASGRF1	NCIRAS
INSR	RASGRF2	NCIRAS
INSRR	SOS1	NCIRAS
INSRR	SOS2	NCIRAS
INSRR	GRB2	NCIRAS
INSRR	SHC1	NCIRAS
INSRR	SHC2	NCIRAS
INSRR	SHC3	NCIRAS
INSRR	SHC4	NCIRAS
INSRR	RASGRP1	NCIRAS
INSRR	RASGRP2	NCIRAS
INSRR	RASGRP3	NCIRAS
INSRR	RASGRP4	NCIRAS
INSRR	RAPGEF1	NCIRAS
INSRR	RAPGEF2	NCIRAS
INSRR	RASGRF1	NCIRAS
INSRR	RASGRF2	NCIRAS
MET	SOS1	NCIRAS
MET	SOS2	NCIRAS
MET	GRB2	NCIRAS
MET	SHC1	NCIRAS
MET	SHC2	NCIRAS
MET	SHC3	NCIRAS
MET	SHC4	NCIRAS
MET	RASGRP1	NCIRAS
MET	RASGRP2	NCIRAS
MET	RASGRP3	NCIRAS
MET	RASGRP4	NCIRAS
MET	RAPGEF1	NCIRAS
MET	RAPGEF2	NCIRAS
MET	RASGRF1	NCIRAS
MET	RASGRF2	NCIRAS
PDGFRA	SOS1	NCIRAS
PDGFRA	SOS2	NCIRAS
PDGFRA	GRB2	NCIRAS
PDGFRA	SHC1	NCIRAS
PDGFRA	SHC2	NCIRAS
PDGFRA	SHC3	NCIRAS
PDGFRA	SHC4	NCIRAS
PDGFRA	RASGRP1	NCIRAS
PDGFRA	RASGRP2	NCIRAS
PDGFRA	RASGRP3	NCIRAS
PDGFRA	RASGRP4	NCIRAS
PDGFRA	RAPGEF1	NCIRAS
PDGFRA	RAPGEF2	NCIRAS
PDGFRA	RASGRF1	NCIRAS
PDGFRA	RASGRF2	NCIRAS
PDGFRB	SOS1	NCIRAS
PDGFRB	SOS2	NCIRAS
PDGFRB	GRB2	NCIRAS
PDGFRB	SHC1	NCIRAS
PDGFRB	SHC2	NCIRAS
PDGFRB	SHC3	NCIRAS
PDGFRB	SHC4	NCIRAS
PDGFRB	RASGRP1	NCIRAS
PDGFRB	RASGRP2	NCIRAS
PDGFRB	RASGRP3	NCIRAS
PDGFRB	RASGRP4	NCIRAS
PDGFRB	RAPGEF1	NCIRAS
PDGFRB	RAPGEF2	NCIRAS
PDGFRB	RASGRF1	NCIRAS
PDGFRB	RASGRF2	NCIRAS
ROS1	SOS1	NCIRAS
ROS1	SOS2	NCIRAS
ROS1	GRB2	NCIRAS
ROS1	SHC1	NCIRAS
ROS1	SHC2	NCIRAS
ROS1	SHC3	NCIRAS
ROS1	SHC4	NCIRAS
ROS1	RASGRP1	NCIRAS
ROS1	RASGRP2	NCIRAS
ROS1	RASGRP3	NCIRAS
ROS1	RASGRP4	NCIRAS
ROS1	RAPGEF1	NCIRAS
ROS1	RAPGEF2	NCIRAS
ROS1	RASGRF1	NCIRAS
ROS1	RASGRF2	NCIRAS
SOS1	HRAS	NCIRAS
SOS1	NRAS	NCIRAS
SOS1	KRAS	NCIRAS
SOS2	HRAS	NCIRAS
SOS2	NRAS	NCIRAS
SOS2	KRAS	NCIRAS
GRB2	HRAS	NCIRAS
GRB2	NRAS	NCIRAS
GRB2	KRAS	NCIRAS
SHC1	HRAS	NCIRAS
SHC1	NRAS	NCIRAS
SHC1	KRAS	NCIRAS
SHC2	HRAS	NCIRAS
SHC2	NRAS	NCIRAS
SHC2	KRAS	NCIRAS
SHC3	HRAS	NCIRAS
SHC3	NRAS	NCIRAS
SHC3	KRAS	NCIRAS
SHC4	HRAS	NCIRAS
SHC4	NRAS	NCIRAS
SHC4	KRAS	NCIRAS
RASGRP1	HRAS	NCIRAS
RASGRP1	NRAS	NCIRAS
RASGRP1	KRAS	NCIRAS
RASGRP2	HRAS	NCIRAS
RASGRP2	NRAS	NCIRAS
RASGRP2	KRAS	NCIRAS
RASGRP3	HRAS	NCIRAS
RASGRP3	NRAS	NCIRAS
RASGRP3	KRAS	NCIRAS
RASGRP4	HRAS	NCIRAS
RASGRP4	NRAS	NCIRAS
RASGRP4	KRAS	NCIRAS
RAPGEF1	HRAS	NCIRAS
RAPGEF1	NRAS	NCIRAS
RAPGEF1	KRAS	NCIRAS
RAPGEF2	HRAS	NCIRAS
RAPGEF2	NRAS	NCIRAS
RAPGEF2	KRAS	NCIRAS
RASGRF1	HRAS	NCIRAS
RASGRF1	NRAS	NCIRAS
RASGRF1	KRAS	NCIRAS
RASGRF2	HRAS	NCIRAS
RASGRF2	NRAS	NCIRAS
RASGRF2	KRAS	NCIRAS
HRAS	NRAS	NCIRAS
HRAS	KRAS	NCIRAS
KRAS	NRAS	NCIRAS
FNTA	HRAS	NCIRAS
FNTA	NRAS	NCIRAS
FNTA	KRAS	NCIRAS
FNTB	HRAS	NCIRAS
FNTB	NRAS	NCIRAS
FNTB	KRAS	NCIRAS
RCE1	HRAS	NCIRAS
RCE1	NRAS	NCIRAS
RCE1	KRAS	NCIRAS
ICMT	HRAS	NCIRAS
ICMT	NRAS	NCIRAS
ICMT	KRAS	NCIRAS
FNTA	FNTB	NCIRAS
FNTA	RCE1	NCIRAS
FNTA	ICMT	NCIRAS
FNTB	RCE1	NCIRAS
FNTB	ICMT	NCIRAS
ICMT	RCE1	NCIRAS
FNTA	MRAS	NCIRAS
FNTB	MRAS	NCIRAS
RCE1	MRAS	NCIRAS
ICMT	MRAS	NCIRAS
PLXNB1	MRAS	NCIRAS
SOS1	MRAS	NCIRAS
SOS2	MRAS	NCIRAS
GRB2	MRAS	NCIRAS
SHC1	MRAS	NCIRAS
SHC2	MRAS	NCIRAS
SHC3	MRAS	NCIRAS
SHC4	MRAS	NCIRAS
RASGRP1	MRAS	NCIRAS
RASGRP2	MRAS	NCIRAS
RASGRP3	MRAS	NCIRAS
RASGRP4	MRAS	NCIRAS
RAPGEF1	MRAS	NCIRAS
RAPGEF2	MRAS	NCIRAS
RASGRF1	MRAS	NCIRAS
RASGRF2	MRAS	NCIRAS
RAPGEF3	MRAS	NCIRAS
RAPGEF4	MRAS	NCIRAS
RAPGEF3	RASGRP1	NCIRAS
RAPGEF4	RASGRP1	NCIRAS
RAPGEF3	RASGRP2	NCIRAS
RAPGEF4	RASGRP2	NCIRAS
RAPGEF3	RASGRP3	NCIRAS
RAPGEF4	RASGRP3	NCIRAS
RAPGEF3	RASGRP4	NCIRAS
RAPGEF4	RASGRP4	NCIRAS
RAPGEF1	RAPGEF3	NCIRAS
RAPGEF1	RAPGEF4	NCIRAS
RAPGEF2	RAPGEF3	NCIRAS
RAPGEF2	RAPGEF4	NCIRAS
RAPGEF3	RAPGEF4	NCIRAS
RAPGEF3	RASGRF1	NCIRAS
RAPGEF3	RASGRF2	NCIRAS
RAPGEF4	RASGRF1	NCIRAS
RAPGEF4	RASGRF2	NCIRAS
ARHGAP35	HRAS	NCIRAS
ARHGAP35	NRAS	NCIRAS
ARHGAP35	KRAS	NCIRAS
RASA1	HRAS	NCIRAS
RASA1	NRAS	NCIRAS
RASA1	KRAS	NCIRAS
RASA2	HRAS	NCIRAS
RASA2	NRAS	NCIRAS
RASA2	KRAS	NCIRAS
RASA3	HRAS	NCIRAS
RASA3	NRAS	NCIRAS
RASA3	KRAS	NCIRAS
RASAL1	HRAS	NCIRAS
RASAL1	NRAS	NCIRAS
RASAL1	KRAS	NCIRAS
RASAL2	HRAS	NCIRAS
RASAL2	NRAS	NCIRAS
RASAL2	KRAS	NCIRAS
RASAL3	HRAS	NCIRAS
RASAL3	NRAS	NCIRAS
RASAL3	KRAS	NCIRAS
NF1	HRAS	NCIRAS
NF1	NRAS	NCIRAS
NF1	KRAS	NCIRAS
SPRED1	HRAS	NCIRAS
SPRED1	NRAS	NCIRAS
SPRED1	KRAS	NCIRAS
SPRED2	HRAS	NCIRAS
SPRED2	NRAS	NCIRAS
SPRED2	KRAS	NCIRAS
SPRED3	HRAS	NCIRAS
SPRED3	NRAS	NCIRAS
SPRED3	KRAS	NCIRAS
DAB2IP	HRAS	NCIRAS
DAB2IP	NRAS	NCIRAS
DAB2IP	KRAS	NCIRAS
ARHGAP35	RASA1	NCIRAS
ARHGAP35	RASA2	NCIRAS
ARHGAP35	RASA3	NCIRAS
ARHGAP35	RASAL1	NCIRAS
ARHGAP35	RASAL2	NCIRAS
ARHGAP35	RASAL3	NCIRAS
ARHGAP35	NF1	NCIRAS
ARHGAP35	SPRED1	NCIRAS
ARHGAP35	SPRED2	NCIRAS
ARHGAP35	SPRED3	NCIRAS
ARHGAP35	DAB2IP	NCIRAS
RASA1	RASA2	NCIRAS
RASA1	RASA3	NCIRAS
RASA1	RASAL1	NCIRAS
RASA1	RASAL2	NCIRAS
RASA1	RASAL3	NCIRAS
NF1	RASA1	NCIRAS
RASA1	SPRED1	NCIRAS
RASA1	SPRED2	NCIRAS
RASA1	SPRED3	NCIRAS
DAB2IP	RASA1	NCIRAS
RASA2	RASA3	NCIRAS
RASA2	RASAL1	NCIRAS
RASA2	RASAL2	NCIRAS
RASA2	RASAL3	NCIRAS
NF1	RASA2	NCIRAS
RASA2	SPRED1	NCIRAS
RASA2	SPRED2	NCIRAS
RASA2	SPRED3	NCIRAS
DAB2IP	RASA2	NCIRAS
RASA3	RASAL1	NCIRAS
RASA3	RASAL2	NCIRAS
RASA3	RASAL3	NCIRAS
NF1	RASA3	NCIRAS
RASA3	SPRED1	NCIRAS
RASA3	SPRED2	NCIRAS
RASA3	SPRED3	NCIRAS
DAB2IP	RASA3	NCIRAS
RASAL1	RASAL2	NCIRAS
RASAL1	RASAL3	NCIRAS
NF1	RASAL1	NCIRAS
RASAL1	SPRED1	NCIRAS
RASAL1	SPRED2	NCIRAS
RASAL1	SPRED3	NCIRAS
DAB2IP	RASAL1	NCIRAS
RASAL2	RASAL3	NCIRAS
NF1	RASAL2	NCIRAS
RASAL2	SPRED1	NCIRAS
RASAL2	SPRED2	NCIRAS
RASAL2	SPRED3	NCIRAS
DAB2IP	RASAL2	NCIRAS
NF1	RASAL3	NCIRAS
RASAL3	SPRED1	NCIRAS
RASAL3	SPRED2	NCIRAS
RASAL3	SPRED3	NCIRAS
DAB2IP	RASAL3	NCIRAS
NF1	SPRED1	NCIRAS
NF1	SPRED2	NCIRAS
NF1	SPRED3	NCIRAS
DAB2IP	NF1	NCIRAS
SPRED1	SPRED2	NCIRAS
SPRED1	SPRED3	NCIRAS
DAB2IP	SPRED1	NCIRAS
SPRED2	SPRED3	NCIRAS
DAB2IP	SPRED2	NCIRAS
DAB2IP	SPRED3	NCIRAS
ARHGAP35	RHOA	NCIRAS
ARHGAP35	RHOB	NCIRAS
ARHGAP35	RHOC	NCIRAS
RASA1	RHOA	NCIRAS
RASA1	RHOB	NCIRAS
RASA1	RHOC	NCIRAS
RASA2	RHOA	NCIRAS
RASA2	RHOB	NCIRAS
RASA2	RHOC	NCIRAS
RASA3	RHOA	NCIRAS
RASA3	RHOB	NCIRAS
RASA3	RHOC	NCIRAS
RASAL1	RHOA	NCIRAS
RASAL1	RHOB	NCIRAS
RASAL1	RHOC	NCIRAS
RASAL2	RHOA	NCIRAS
RASAL2	RHOB	NCIRAS
RASAL2	RHOC	NCIRAS
RASAL3	RHOA	NCIRAS
RASAL3	RHOB	NCIRAS
RASAL3	RHOC	NCIRAS
NF1	RHOA	NCIRAS
NF1	RHOB	NCIRAS
NF1	RHOC	NCIRAS
SPRED1	RHOA	NCIRAS
SPRED1	RHOB	NCIRAS
SPRED1	RHOC	NCIRAS
SPRED2	RHOA	NCIRAS
SPRED2	RHOB	NCIRAS
SPRED2	RHOC	NCIRAS
SPRED3	RHOA	NCIRAS
SPRED3	RHOB	NCIRAS
SPRED3	RHOC	NCIRAS
DAB2IP	RHOA	NCIRAS
DAB2IP	RHOB	NCIRAS
DAB2IP	RHOC	NCIRAS
RHOA	RHOB	NCIRAS
RHOA	RHOC	NCIRAS
RHOB	RHOC	NCIRAS
ARHGEF2	RHOA	NCIRAS
ARHGEF2	RHOB	NCIRAS
ARHGEF2	RHOC	NCIRAS
VAV1	RHOA	NCIRAS
VAV1	RHOB	NCIRAS
VAV1	RHOC	NCIRAS
ECT2	RHOA	NCIRAS
ECT2	RHOB	NCIRAS
